site_id,date,outdoor_temp,humidity,wind_speed,cloud_cover,possibility_of_rain,season
S3,2024-03-26,13.18,39.07,14.79,4.75,False,Autumn
S3,2024-03-27,21.27,73.94,13.91,80.47,False,Autumn
S3,2024-03-28,30.09,64.76,14.23,76.69,True,Autumn
S3,2024-03-29,23.9,36.63,3.95,45.99,True,Autumn
S3,2024-03-30,22.05,71.59,15.65,25.33,False,Autumn
S3,2024-03-31,19.28,38.66,18.55,15.85,False,Autumn
S3,2024-04-01,41.94,21.18,17.33,44.36,False,Autumn
S3,2024-04-02,10.23,76.17,16.09,94.54,False,Autumn
S3,2024-04-03,40.83,61.27,18.02,22.25,False,Autumn
S3,2024-04-04,24.86,53.97,12.88,35.82,False,Autumn
S3,2024-04-05,5.06,15.62,8.94,3.95,True,Autumn
S3,2024-04-06,36.95,32.84,13.43,56.7,False,Autumn
S3,2024-04-07,24.32,30.16,10.17,46.94,False,Autumn
S3,2024-04-08,34.88,36.64,9.14,70.46,False,Autumn
S3,2024-04-09,36.94,55.71,9.64,91.06,False,Autumn
S3,2024-04-10,14.26,24.85,12.38,52.01,False,Autumn
S3,2024-04-11,28.75,30.83,3.56,44.23,True,Autumn
S3,2024-04-12,14.5,86.74,4.01,79.01,False,Autumn
S3,2024-04-13,10.81,70.39,3.3,5.59,False,Autumn
S3,2024-04-14,14.24,28.06,13.7,11.92,False,Autumn
S3,2024-04-15,22.44,34.18,10.05,87.99,False,Autumn
S3,2024-04-16,13.83,52.72,18.1,8.24,False,Autumn
S3,2024-04-17,33.2,21.31,3.11,15.58,True,Autumn
S3,2024-04-18,20.92,70.0,14.68,36.0,False,Autumn
S3,2024-04-19,27.47,18.97,10.25,74.6,True,Autumn
S3,2024-04-20,29.66,51.29,14.83,81.25,False,Autumn
S3,2024-04-21,38.17,67.55,15.21,50.64,False,Autumn
S3,2024-04-22,29.33,70.2,11.98,38.31,False,Autumn
S3,2024-04-23,14.54,16.87,9.58,62.86,True,Autumn
S3,2024-04-24,44.5,79.44,8.63,85.55,False,Autumn
S3,2024-04-25,29.34,17.28,18.98,58.62,False,Autumn
S3,2024-04-26,8.34,36.68,7.49,94.59,True,Autumn
S3,2024-04-27,21.6,50.48,13.72,60.24,False,Autumn
S3,2024-04-28,20.21,43.81,2.47,45.49,True,Autumn
S3,2024-04-29,18.98,84.41,1.22,34.55,False,Autumn
S3,2024-04-30,34.2,68.54,9.32,78.47,False,Autumn
S3,2024-05-01,9.65,40.48,18.66,26.77,True,Autumn
S3,2024-05-02,35.61,42.91,18.31,24.93,True,Autumn
S3,2024-05-03,7.27,89.5,5.4,68.7,False,Autumn
S3,2024-05-04,40.87,58.38,10.79,26.88,True,Autumn
S3,2024-05-05,44.94,61.92,6.26,38.15,True,Autumn
S3,2024-05-06,35.38,54.16,2.95,26.35,False,Autumn
S3,2024-05-07,13.5,25.88,11.38,92.77,False,Autumn
S3,2024-05-08,22.25,37.78,9.52,28.87,True,Autumn
S3,2024-05-09,39.66,10.06,16.54,16.08,False,Autumn
S3,2024-05-10,6.24,17.8,19.79,28.91,False,Autumn
S3,2024-05-11,44.09,54.31,11.29,28.42,False,Autumn
S3,2024-05-12,11.31,66.84,8.82,1.63,True,Autumn
S3,2024-05-13,11.1,77.1,7.66,72.5,True,Autumn
S3,2024-05-14,29.94,13.57,19.79,20.67,True,Autumn
S3,2024-05-15,19.83,70.76,17.81,4.39,True,Autumn
S3,2024-05-16,35.08,55.16,12.04,39.11,False,Autumn
S3,2024-05-17,6.55,34.68,11.98,32.11,True,Autumn
S3,2024-05-18,16.33,18.97,6.77,17.3,False,Autumn
S3,2024-05-19,38.97,26.31,6.88,63.17,False,Autumn
S3,2024-05-20,17.11,83.8,3.83,27.87,False,Autumn
S3,2024-05-21,36.91,38.14,14.94,99.38,False,Autumn
S3,2024-05-22,44.62,59.55,0.04,37.9,False,Autumn
S3,2024-05-23,20.93,64.3,3.41,27.96,True,Autumn
S3,2024-05-24,39.47,76.77,5.36,12.88,True,Autumn
S3,2024-05-25,6.33,54.33,16.09,91.39,False,Autumn
S3,2024-05-26,7.21,24.79,10.11,98.26,False,Autumn
S3,2024-05-27,42.45,12.4,0.42,74.09,False,Autumn
S3,2024-05-28,7.18,53.42,12.05,47.8,False,Autumn
S3,2024-05-29,14.55,56.39,16.6,2.17,False,Autumn
S3,2024-05-30,39.83,80.4,14.2,67.45,False,Autumn
S3,2024-05-31,28.44,70.4,2.71,16.3,False,Autumn
S3,2024-06-01,12.34,40.45,0.85,46.61,False,Winter
S3,2024-06-02,17.37,71.94,6.85,56.77,False,Winter
S3,2024-06-03,23.23,21.32,12.96,2.47,False,Winter
S3,2024-06-04,14.63,20.86,6.67,61.24,False,Winter
S3,2024-06-05,7.44,50.18,9.45,33.78,True,Winter
S3,2024-06-06,31.18,41.04,8.47,76.89,False,Winter
S3,2024-06-07,31.18,40.58,17.69,42.57,False,Winter
S3,2024-06-08,11.93,79.29,10.26,43.09,False,Winter
S3,2024-06-09,10.31,78.59,18.15,83.56,False,Winter
S3,2024-06-10,20.91,35.15,15.15,4.24,True,Winter
S3,2024-06-11,20.0,26.63,19.15,20.31,False,Winter
S3,2024-06-12,12.4,70.68,0.37,12.05,False,Winter
S3,2024-06-13,38.24,51.23,3.9,15.19,False,Winter
S3,2024-06-14,30.5,83.0,18.45,17.62,True,Winter
S3,2024-06-15,23.0,78.29,16.52,56.53,True,Winter
S3,2024-06-16,38.59,71.87,10.09,68.25,True,Winter
S3,2024-06-17,41.75,46.18,6.92,44.87,False,Winter
S3,2024-06-18,9.28,46.17,16.56,60.16,False,Winter
S3,2024-06-19,42.1,71.89,18.8,19.77,False,Winter
S3,2024-06-20,13.99,52.44,9.77,67.45,True,Winter
S3,2024-06-21,39.48,15.61,11.4,85.88,True,Winter
S3,2024-06-22,22.53,86.03,15.6,27.68,False,Winter
S3,2024-06-23,5.19,80.69,8.0,26.3,False,Winter
S3,2024-06-24,34.91,65.94,7.86,18.73,False,Winter
S3,2024-06-25,10.92,43.1,0.72,62.95,False,Winter
S3,2024-06-26,29.59,73.37,6.85,13.38,False,Winter
S3,2024-06-27,19.65,82.26,18.49,71.76,True,Winter
S3,2024-06-28,25.82,52.45,16.06,97.05,True,Winter
S3,2024-06-29,36.63,77.93,12.51,14.7,False,Winter
S3,2024-06-30,14.17,53.79,16.37,16.33,True,Winter
S3,2024-07-01,25.35,54.79,16.65,77.28,False,Winter
S3,2024-07-02,28.87,24.99,11.82,66.4,False,Winter
S3,2024-07-03,16.45,67.77,8.81,60.21,False,Winter
S3,2024-07-04,32.43,12.42,18.59,69.09,True,Winter
S3,2024-07-05,19.87,32.59,10.09,31.15,True,Winter
S3,2024-07-06,25.24,22.61,18.79,83.41,False,Winter
S3,2024-07-07,38.15,80.97,5.1,82.63,True,Winter
S3,2024-07-08,19.15,72.63,5.26,1.23,False,Winter
S3,2024-07-09,33.81,35.35,2.35,73.64,True,Winter
S3,2024-07-10,8.53,83.6,2.63,44.72,False,Winter
S3,2024-07-11,24.89,17.29,17.83,75.51,False,Winter
S3,2024-07-12,16.14,18.33,13.73,13.52,True,Winter
S3,2024-07-13,35.76,30.63,8.6,47.51,True,Winter
S3,2024-07-14,15.36,51.96,16.68,27.23,False,Winter
S3,2024-07-15,32.21,83.24,16.85,0.73,False,Winter
S3,2024-07-16,38.59,78.86,2.03,54.51,False,Winter
S3,2024-07-17,33.18,88.8,2.37,85.68,True,Winter
S3,2024-07-18,39.18,59.03,9.27,15.21,False,Winter
S3,2024-07-19,30.33,20.45,16.27,19.09,True,Winter
S3,2024-07-20,20.99,39.14,19.66,30.94,True,Winter
S3,2024-07-21,24.44,38.41,15.15,18.9,False,Winter
S3,2024-07-22,41.61,29.76,15.11,7.05,False,Winter
S3,2024-07-23,21.38,60.3,17.11,20.26,True,Winter
S3,2024-07-24,38.29,56.8,8.15,45.27,False,Winter
S3,2024-07-25,12.19,76.26,7.19,21.16,False,Winter
S3,2024-07-26,40.58,36.1,10.75,84.89,True,Winter
S3,2024-07-27,21.48,63.6,12.05,1.22,False,Winter
S3,2024-07-28,24.98,68.49,18.67,56.75,True,Winter
S3,2024-07-29,10.71,66.94,0.19,48.2,True,Winter
S3,2024-07-30,44.49,24.49,16.55,8.21,False,Winter
S3,2024-07-31,40.28,85.65,12.77,35.72,False,Winter
S3,2024-08-01,10.48,65.58,6.35,72.17,False,Winter
S3,2024-08-02,5.66,10.68,1.33,61.25,False,Winter
S3,2024-08-03,28.85,63.3,18.55,90.98,False,Winter
S3,2024-08-04,14.71,49.37,13.0,4.06,False,Winter
S3,2024-08-05,38.32,70.12,9.85,63.24,False,Winter
S3,2024-08-06,44.3,21.8,0.49,4.3,False,Winter
S3,2024-08-07,25.41,15.34,0.58,22.42,True,Winter
S3,2024-08-08,25.36,79.25,15.18,84.87,True,Winter
S3,2024-08-09,12.73,47.13,7.92,1.13,True,Winter
S3,2024-08-10,41.35,37.42,8.1,6.1,True,Winter
S3,2024-08-11,42.12,73.7,17.61,36.53,True,Winter
S3,2024-08-12,32.84,35.43,15.17,3.0,False,Winter
S3,2024-08-13,29.76,43.05,14.32,21.31,True,Winter
S3,2024-08-14,42.95,67.87,14.65,38.06,False,Winter
S3,2024-08-15,8.09,12.78,17.03,17.59,True,Winter
S3,2024-08-16,36.77,16.56,5.6,34.88,True,Winter
S3,2024-08-17,18.63,40.26,17.31,1.61,True,Winter
S3,2024-08-18,29.2,64.44,0.35,65.0,True,Winter
S3,2024-08-19,34.66,56.92,18.09,28.2,False,Winter
S3,2024-08-20,34.95,21.86,15.1,82.56,True,Winter
S3,2024-08-21,17.45,48.83,2.79,41.41,True,Winter
S3,2024-08-22,24.57,31.76,2.54,63.95,False,Winter
S3,2024-08-23,9.13,20.41,13.85,69.37,False,Winter
S3,2024-08-24,9.59,75.26,8.39,39.78,False,Winter
S3,2024-08-25,32.15,38.36,2.72,23.91,False,Winter
S3,2024-08-26,39.63,43.6,9.3,76.91,False,Winter
S3,2024-08-27,28.46,56.49,18.15,74.21,False,Winter
S3,2024-08-28,5.68,27.61,1.19,17.37,False,Winter
S3,2024-08-29,5.54,39.83,17.91,37.11,False,Winter
S3,2024-08-30,8.82,23.26,3.44,72.96,False,Winter
S3,2024-08-31,28.47,24.88,10.11,61.87,False,Winter
S3,2024-09-01,34.08,35.39,17.85,69.01,True,Spring
S3,2024-09-02,14.08,15.69,2.78,73.06,True,Spring
S3,2024-09-03,44.57,69.71,9.2,48.67,False,Spring
S3,2024-09-04,43.69,30.78,19.09,80.28,False,Spring
S3,2024-09-05,14.97,76.93,16.09,1.07,False,Spring
S3,2024-09-06,9.46,77.03,7.93,62.95,True,Spring
S3,2024-09-07,40.05,36.68,13.41,95.71,False,Spring
S3,2024-09-08,41.12,33.23,14.58,6.02,False,Spring
S3,2024-09-09,8.72,76.44,18.49,71.99,False,Spring
S3,2024-09-10,9.88,44.85,5.82,78.87,False,Spring
S3,2024-09-11,22.44,12.49,12.7,26.56,True,Spring
S3,2024-09-12,28.16,66.97,6.17,75.22,False,Spring
S3,2024-09-13,13.06,87.34,15.44,56.68,False,Spring
S3,2024-09-14,31.9,15.86,7.51,34.91,False,Spring
S3,2024-09-15,24.92,77.23,0.95,15.12,True,Spring
S3,2024-09-16,21.3,55.47,11.83,36.86,True,Spring
S3,2024-09-17,30.03,68.74,19.04,5.77,False,Spring
S3,2024-09-18,41.25,57.03,13.7,24.85,True,Spring
S3,2024-09-19,26.72,48.9,5.78,55.4,False,Spring
S3,2024-09-20,13.78,49.26,5.14,16.89,False,Spring
S3,2024-09-21,33.53,19.88,13.81,88.91,True,Spring
S3,2024-09-22,16.66,16.22,11.49,91.54,False,Spring
S3,2024-09-23,37.12,69.4,13.19,69.64,True,Spring
S4,2023-09-25,19.68,27.46,0.58,72.41,False,Spring
S4,2023-09-26,23.57,27.84,4.14,95.66,False,Spring
S4,2023-09-27,8.93,83.95,3.62,47.52,False,Spring
S4,2023-09-28,9.93,62.09,14.58,43.77,True,Spring
S4,2023-09-29,38.25,14.32,18.76,58.32,True,Spring
S4,2023-09-30,41.1,87.58,9.91,72.72,False,Spring
S4,2023-10-01,9.99,58.3,18.63,30.15,True,Spring
S4,2023-10-02,31.98,46.82,6.74,46.82,False,Spring
S4,2023-10-03,7.09,13.98,14.94,80.52,False,Spring
S4,2023-10-04,10.11,47.29,6.97,47.02,False,Spring
S4,2023-10-05,29.55,52.2,2.95,18.62,False,Spring
S4,2023-10-06,16.57,61.0,9.18,38.53,False,Spring
S4,2023-10-07,28.6,65.4,11.01,36.77,False,Spring
S4,2023-10-08,35.43,24.8,6.43,64.65,False,Spring
S4,2023-10-09,17.18,78.87,2.56,25.8,False,Spring
S4,2023-10-10,21.58,22.31,3.58,3.52,False,Spring
S4,2023-10-11,31.69,42.71,12.85,71.16,False,Spring
S4,2023-10-12,33.11,40.97,9.07,70.51,False,Spring
S4,2023-10-13,34.66,38.82,17.09,57.9,False,Spring
S4,2023-10-14,36.02,49.4,12.49,45.13,False,Spring
S4,2023-10-15,6.6,37.1,10.84,16.45,False,Spring
S4,2023-10-16,15.46,32.78,10.78,25.83,True,Spring
S4,2023-10-17,19.84,55.57,18.56,72.1,True,Spring
S4,2023-10-18,20.81,84.84,17.34,42.47,True,Spring
S4,2023-10-19,11.55,39.38,1.73,17.67,False,Spring
S4,2023-10-20,40.02,25.86,0.75,8.05,False,Spring
S4,2023-10-21,9.87,57.43,11.99,97.25,True,Spring
S4,2023-10-22,19.38,37.26,8.7,44.31,False,Spring
S4,2023-10-23,19.81,49.45,2.18,49.04,False,Spring
S4,2023-10-24,38.84,24.61,11.21,77.79,True,Spring
S4,2023-10-25,29.67,66.83,3.43,50.4,False,Spring
S4,2023-10-26,42.29,43.2,19.82,67.68,False,Spring
S4,2023-10-27,7.59,18.27,3.68,26.91,False,Spring
S4,2023-10-28,7.68,62.85,12.27,49.41,False,Spring
S4,2023-10-29,12.58,57.14,3.26,95.7,True,Spring
S4,2023-10-30,22.2,68.31,10.77,94.49,False,Spring
S4,2023-10-31,25.41,60.94,19.48,46.2,False,Spring
S4,2023-11-01,31.98,83.06,8.6,29.53,True,Spring
S4,2023-11-02,35.15,12.8,9.84,77.43,False,Spring
S4,2023-11-03,11.41,67.9,4.87,84.71,False,Spring
S4,2023-11-04,33.09,81.82,16.02,61.71,True,Spring
S4,2023-11-05,14.13,65.93,11.75,20.48,False,Spring
S4,2023-11-06,9.25,44.77,5.86,58.98,False,Spring
S4,2023-11-07,21.38,34.44,19.43,80.65,False,Spring
S4,2023-11-08,42.55,10.0,19.57,35.3,True,Spring
S4,2023-11-09,38.61,33.63,10.02,99.77,False,Spring
S4,2023-11-10,36.91,81.74,8.65,40.2,False,Spring
S4,2023-11-11,29.6,35.3,12.19,84.96,False,Spring
S4,2023-11-12,30.8,70.22,5.27,60.69,False,Spring
S4,2023-11-13,42.69,26.16,11.76,5.99,True,Spring
S4,2023-11-14,18.08,10.62,0.46,52.49,True,Spring
S4,2023-11-15,25.18,83.62,12.16,36.75,True,Spring
S4,2023-11-16,9.3,65.16,4.15,21.27,False,Spring
S4,2023-11-17,42.35,37.86,17.72,30.82,True,Spring
S4,2023-11-18,5.1,62.87,15.93,70.88,True,Spring
S4,2023-11-19,29.66,16.15,13.98,51.74,False,Spring
S4,2023-11-20,20.75,74.88,11.98,8.97,False,Spring
S4,2023-11-21,44.26,80.24,3.63,26.36,True,Spring
S4,2023-11-22,21.26,53.76,13.39,16.42,True,Spring
S4,2023-11-23,10.11,46.27,2.19,4.92,True,Spring
S4,2023-11-24,13.15,89.63,11.22,98.75,False,Spring
S4,2023-11-25,10.95,71.85,14.86,42.19,False,Spring
S4,2023-11-26,41.0,45.44,4.08,2.38,False,Spring
S4,2023-11-27,18.86,31.46,14.28,0.67,False,Spring
S4,2023-11-28,29.93,80.58,14.37,83.35,False,Spring
S4,2023-11-29,44.23,82.44,0.34,58.65,False,Spring
S4,2023-11-30,25.57,45.63,17.46,53.51,False,Spring
S4,2023-12-01,29.92,84.77,10.8,89.8,True,Summer
S4,2023-12-02,22.75,29.2,12.24,24.97,False,Summer
S4,2023-12-03,44.7,71.51,12.83,79.28,False,Summer
S4,2023-12-04,6.09,63.55,8.93,57.01,False,Summer
S4,2023-12-05,43.67,87.98,9.37,36.95,True,Summer
S4,2023-12-06,24.41,75.92,0.83,98.99,False,Summer
S4,2023-12-07,44.98,11.35,15.95,50.83,False,Summer
S4,2023-12-08,39.97,16.71,6.83,27.67,False,Summer
S4,2023-12-09,28.63,11.77,4.88,16.35,False,Summer
S4,2023-12-10,7.84,34.19,0.12,27.4,True,Summer
S4,2023-12-11,28.47,53.11,18.9,23.14,True,Summer
S4,2023-12-12,31.73,15.45,1.05,82.91,False,Summer
S4,2023-12-13,27.99,41.31,6.32,64.96,False,Summer
S4,2023-12-14,5.03,14.52,5.1,82.21,True,Summer
S4,2023-12-15,44.81,47.98,2.33,31.29,False,Summer
S4,2023-12-16,15.71,54.05,1.49,63.31,True,Summer
S4,2023-12-17,9.13,51.64,1.85,42.8,False,Summer
S4,2023-12-18,9.12,51.23,4.09,89.35,True,Summer
S4,2023-12-19,13.46,25.91,9.89,28.63,True,Summer
S4,2023-12-20,42.64,75.29,4.52,31.57,True,Summer
S4,2023-12-21,28.32,20.01,11.78,15.51,True,Summer
S4,2023-12-22,37.31,13.61,12.09,84.36,True,Summer
S4,2023-12-23,5.68,28.52,0.82,99.24,True,Summer
S4,2023-12-24,14.63,20.31,16.43,14.43,False,Summer
S4,2023-12-25,27.28,49.71,9.83,63.99,False,Summer
S4,2023-12-26,39.98,88.92,17.7,36.91,True,Summer
S4,2023-12-27,14.65,82.21,12.29,7.4,False,Summer
S4,2023-12-28,29.38,48.97,4.34,53.36,False,Summer
S4,2023-12-29,34.56,52.58,9.04,26.21,True,Summer
S4,2023-12-30,25.31,87.78,10.37,99.5,False,Summer
S4,2023-12-31,41.53,70.93,17.13,20.61,False,Summer
S4,2024-01-01,32.61,54.34,5.84,45.74,False,Summer
S4,2024-01-02,16.57,35.29,1.78,1.36,False,Summer
S4,2024-01-03,34.04,52.06,11.96,57.76,False,Summer
S4,2024-01-04,19.99,67.35,8.56,54.62,False,Summer
S4,2024-01-05,27.05,63.6,19.32,0.91,False,Summer
S4,2024-01-06,15.67,16.15,9.57,59.41,False,Summer
S4,2024-01-07,37.58,56.56,14.17,88.95,False,Summer
S4,2024-01-08,25.76,79.32,10.27,82.06,True,Summer
S4,2024-01-09,40.37,61.98,14.76,15.99,False,Summer
S4,2024-01-10,33.11,87.55,11.86,49.03,True,Summer
S4,2024-01-11,18.21,53.78,4.24,47.63,False,Summer
S4,2024-01-12,18.8,49.96,1.17,82.3,False,Summer
S4,2024-01-13,15.08,34.2,8.94,62.05,False,Summer
S4,2024-01-14,7.44,71.97,17.91,6.29,False,Summer
S4,2024-01-15,29.71,72.59,7.14,51.31,False,Summer
S4,2024-01-16,27.63,17.07,7.99,91.83,False,Summer
S4,2024-01-17,14.32,38.46,17.98,58.94,False,Summer
S4,2024-01-18,24.91,50.36,18.19,34.97,False,Summer
S4,2024-01-19,14.86,64.31,2.86,15.3,False,Summer
S4,2024-01-20,6.97,87.42,13.73,46.27,True,Summer
S4,2024-01-21,13.6,22.16,10.17,74.98,False,Summer
S4,2024-01-22,35.66,69.03,18.31,3.18,True,Summer
S4,2024-01-23,16.11,77.52,19.9,8.34,True,Summer
S4,2024-01-24,20.65,41.47,1.53,15.15,True,Summer
S4,2024-01-25,20.11,51.75,3.82,30.35,False,Summer
S4,2024-01-26,9.84,18.65,19.18,97.82,True,Summer
S4,2024-01-27,14.43,85.75,13.77,34.18,False,Summer
S4,2024-01-28,17.76,40.22,8.29,48.74,False,Summer
S4,2024-01-29,10.85,57.48,11.76,44.62,False,Summer
S4,2024-01-30,13.64,69.96,8.11,48.97,False,Summer
S4,2024-01-31,23.78,75.72,7.02,44.54,True,Summer
S4,2024-02-01,7.99,73.45,17.36,97.77,False,Summer
S4,2024-02-02,14.51,10.96,3.36,82.29,False,Summer
S4,2024-02-03,17.22,51.26,10.87,45.78,False,Summer
S4,2024-02-04,38.08,14.18,4.24,42.07,False,Summer
S4,2024-02-05,33.6,31.88,5.74,79.69,True,Summer
S4,2024-02-06,34.99,41.42,17.13,50.33,True,Summer
S4,2024-02-07,41.08,74.09,5.58,26.9,False,Summer
S4,2024-02-08,16.62,50.91,0.47,16.48,False,Summer
S4,2024-02-09,13.09,89.82,17.78,53.63,True,Summer
S4,2024-02-10,15.36,15.84,2.78,51.75,False,Summer
S4,2024-02-11,17.66,79.28,19.28,17.97,False,Summer
S4,2024-02-12,36.88,46.47,6.66,51.51,False,Summer
S4,2024-02-13,6.0,76.3,11.64,76.34,False,Summer
S4,2024-02-14,17.54,20.13,13.54,34.34,True,Summer
S4,2024-02-15,32.55,20.34,13.37,0.97,False,Summer
S4,2024-02-16,15.72,89.86,14.13,62.54,False,Summer
S4,2024-02-17,24.54,74.27,7.41,49.71,True,Summer
S4,2024-02-18,25.28,13.33,6.66,18.87,False,Summer
S4,2024-02-19,11.13,28.84,18.04,40.49,False,Summer
S4,2024-02-20,8.26,46.64,11.15,66.32,True,Summer
S4,2024-02-21,11.93,43.97,2.46,97.76,False,Summer
S4,2024-02-22,29.21,84.14,13.9,61.64,False,Summer
S4,2024-02-23,21.51,37.28,4.15,14.34,True,Summer
S4,2024-02-24,31.07,18.47,18.11,49.09,False,Summer
S4,2024-02-25,27.73,13.86,2.32,97.56,True,Summer
S4,2024-02-26,37.93,86.94,1.38,7.63,False,Summer
S4,2024-02-27,28.94,24.58,14.4,48.91,False,Summer
S4,2024-02-28,19.28,16.47,14.03,45.97,False,Summer
S4,2024-02-29,36.42,16.67,2.68,72.61,True,Summer
S4,2024-03-01,5.81,79.36,10.55,32.4,False,Autumn
S4,2024-03-02,7.88,81.14,4.68,91.82,False,Autumn
S4,2024-03-03,29.0,27.96,10.01,38.93,True,Autumn
S4,2024-03-04,22.95,28.48,6.51,11.84,False,Autumn
S4,2024-03-05,7.29,79.59,8.02,37.83,True,Autumn
S4,2024-03-06,18.48,83.24,1.44,18.56,False,Autumn
S4,2024-03-07,14.18,37.38,3.38,0.44,True,Autumn
S4,2024-03-08,43.26,79.14,6.76,58.59,True,Autumn
S4,2024-03-09,26.82,81.67,3.47,14.0,False,Autumn
S4,2024-03-10,15.61,55.59,17.98,54.49,False,Autumn
S4,2024-03-11,43.42,82.41,2.17,19.88,True,Autumn
S4,2024-03-12,37.19,52.13,7.89,95.62,False,Autumn
S4,2024-03-13,25.65,52.64,1.23,12.02,True,Autumn
S4,2024-03-14,23.89,89.27,7.71,81.49,False,Autumn
S4,2024-03-15,13.2,45.37,8.7,73.66,True,Autumn
S4,2024-03-16,27.93,25.76,13.46,83.68,True,Autumn
S4,2024-03-17,40.96,42.5,1.5,49.61,False,Autumn
S4,2024-03-18,32.96,68.4,12.99,23.85,False,Autumn
S4,2024-03-19,26.06,16.92,2.17,58.16,True,Autumn
S4,2024-03-20,40.3,44.16,9.24,62.84,False,Autumn
S4,2024-03-21,22.69,16.11,3.38,86.6,False,Autumn
S4,2024-03-22,5.92,55.37,3.86,37.49,False,Autumn
S4,2024-03-23,36.75,73.18,4.92,55.09,False,Autumn
S4,2024-03-24,9.28,32.32,9.5,46.08,True,Autumn
S4,2024-03-25,30.68,16.45,6.42,98.5,False,Autumn
S4,2024-03-26,37.54,55.49,14.45,34.19,True,Autumn
S4,2024-03-27,26.84,17.67,19.64,21.81,True,Autumn
S4,2024-03-28,10.58,66.07,17.9,91.49,True,Autumn
S4,2024-03-29,40.62,26.73,15.85,86.34,False,Autumn
S4,2024-03-30,9.25,77.27,12.25,79.35,True,Autumn
S4,2024-03-31,18.65,88.78,16.64,93.52,True,Autumn
S4,2024-04-01,44.0,47.09,0.73,68.92,False,Autumn
S4,2024-04-02,27.96,58.53,10.51,30.73,False,Autumn
S4,2024-04-03,7.06,70.55,19.75,43.17,False,Autumn
S4,2024-04-04,12.88,73.19,11.73,87.6,False,Autumn
S4,2024-04-05,16.35,49.09,10.86,96.12,False,Autumn
S4,2024-04-06,25.12,30.19,4.49,37.55,True,Autumn
S4,2024-04-07,25.38,32.63,11.06,57.2,False,Autumn
S4,2024-04-08,35.88,55.04,15.95,87.46,True,Autumn
S4,2024-04-09,28.29,65.41,15.63,54.71,False,Autumn
S4,2024-04-10,41.13,45.37,9.61,16.64,False,Autumn
S4,2024-04-11,17.3,19.76,10.32,78.71,False,Autumn
S4,2024-04-12,9.74,43.73,1.53,69.58,False,Autumn
S4,2024-04-13,10.37,72.08,18.38,21.04,False,Autumn
S4,2024-04-14,28.28,68.93,15.76,12.14,True,Autumn
S4,2024-04-15,25.54,66.3,17.39,48.73,False,Autumn
S4,2024-04-16,31.37,39.11,12.37,27.32,False,Autumn
S4,2024-04-17,29.18,84.94,18.37,89.88,False,Autumn
S4,2024-04-18,12.68,74.41,12.59,54.94,False,Autumn
S4,2024-04-19,16.46,21.89,11.79,65.97,True,Autumn
S4,2024-04-20,28.49,25.85,5.99,62.87,False,Autumn
S4,2024-04-21,5.18,78.94,18.16,74.46,False,Autumn
S4,2024-04-22,40.35,26.86,5.51,70.46,False,Autumn
S4,2024-04-23,12.74,40.72,2.97,47.03,True,Autumn
S4,2024-04-24,7.93,31.99,18.04,85.98,False,Autumn
S4,2024-04-25,34.69,42.24,18.95,51.2,False,Autumn
S4,2024-04-26,20.12,72.38,3.78,70.58,False,Autumn
S4,2024-04-27,25.61,43.56,16.11,88.74,False,Autumn
S4,2024-04-28,6.36,21.16,18.63,92.58,False,Autumn
S4,2024-04-29,31.56,27.34,14.13,36.89,False,Autumn
S4,2024-04-30,44.12,27.96,19.07,11.97,False,Autumn
S4,2024-05-01,38.07,26.71,3.01,35.84,False,Autumn
S4,2024-05-02,9.37,44.6,12.43,93.46,False,Autumn
S4,2024-05-03,12.39,61.37,16.34,20.8,True,Autumn
S4,2024-05-04,15.03,61.13,0.41,27.68,False,Autumn
S4,2024-05-05,27.6,68.74,0.9,75.07,True,Autumn
S4,2024-05-06,12.76,77.44,8.55,2.71,False,Autumn
S4,2024-05-07,10.43,14.25,3.31,68.27,False,Autumn
S4,2024-05-08,28.89,33.73,12.18,34.09,False,Autumn
S4,2024-05-09,7.05,24.14,10.77,1.33,True,Autumn
S4,2024-05-10,23.68,33.89,17.37,25.04,False,Autumn
S4,2024-05-11,24.83,76.34,14.24,73.99,False,Autumn
S4,2024-05-12,42.13,31.85,8.05,42.34,False,Autumn
S4,2024-05-13,42.67,24.75,17.42,8.19,False,Autumn
S4,2024-05-14,38.97,16.22,13.44,8.95,False,Autumn
S4,2024-05-15,18.91,59.38,2.8,18.39,False,Autumn
S4,2024-05-16,18.47,86.93,18.58,95.56,False,Autumn
S4,2024-05-17,29.32,14.92,11.39,89.24,False,Autumn
S4,2024-05-18,13.66,54.26,11.05,14.27,False,Autumn
S4,2024-05-19,5.47,37.71,8.83,66.1,True,Autumn
S4,2024-05-20,10.91,78.76,10.4,46.48,False,Autumn
S4,2024-05-21,20.91,85.25,16.46,84.76,False,Autumn
S4,2024-05-22,17.54,59.7,9.68,36.86,False,Autumn
S4,2024-05-23,28.02,77.62,16.78,65.57,False,Autumn
S4,2024-05-24,39.16,43.08,1.17,27.66,True,Autumn
S4,2024-05-25,25.54,79.82,4.99,80.5,False,Autumn
S4,2024-05-26,14.96,38.73,12.92,11.27,True,Autumn
S4,2024-05-27,8.34,42.33,0.77,91.64,True,Autumn
S4,2024-05-28,13.16,77.12,3.29,30.62,True,Autumn
S4,2024-05-29,30.33,23.47,3.57,81.23,False,Autumn
S4,2024-05-30,44.22,37.84,18.76,49.82,False,Autumn
