building_size,num_floors,num_occupants,insulation_quality,window_type,hvac_efficiency,lighting_efficiency,appliance_efficiency,water_heating_efficiency,renewable_energy,energy_kwh,outdoor_temp,humidity,season,possibility_of_rain
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.148093500000001,16.35,49.09,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.0881121,15.41,71.79,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.178625,32.5,44.55,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.3304928,34.88,36.64,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.4619414,36.94,55.71,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.0147306,14.26,24.85,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.9132727,12.67,36.94,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.1518248,32.08,79.76,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.7665097,10.37,72.08,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.0134544000000005,14.24,28.06,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.102053,31.3,78.97,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.106519699999999,31.37,39.11,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.886375199999999,27.92,11.47,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.787567,10.7,82.43,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.6510136,8.56,73.39,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.074712,15.2,74.73,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.3280377,19.17,87.67,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.8105386,11.06,45.18,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.0249402000000005,14.42,45.05,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.133319899999999,31.79,73.41,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.7504599,25.79,80.75,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.0216524,30.04,17.79,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.9227469,28.49,38.27,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.5106316,6.36,21.16,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.961671,29.1,80.77,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.880534999999998,43.5,67.72,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.2010558,17.18,25.98,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.5156391,22.11,80.24,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.9573016,13.36,17.35,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.4664081,37.01,72.79,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.6771757,8.97,29.38,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.9190156,12.76,77.44,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.3057042,18.82,88.21,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.432048,20.8,50.16,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.6355046,39.66,10.06,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.6631375,8.75,22.11,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.306883100000001,34.51,32.41,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.1500078,16.38,12.42,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.985378000000001,13.8,13.13,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.652095200000001,39.92,33.02,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.7996909,10.89,10.23,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.5232963,22.23,47.3,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.5221174,6.54,58.64,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.1468173,16.33,18.97,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.447362399999999,21.04,85.05,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.0248429,30.09,42.62,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.202872800000001,32.88,42.68,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.3215594,34.74,48.56,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.892756200000001,28.02,77.62,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.130226700000001,16.07,37.08,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.914354299999999,44.03,53.15,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.439705200000001,20.92,45.36,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.4033335000000005,20.35,15.46,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.5629558,7.18,53.42,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.0900264,15.44,45.31,Autumn,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.780353300000001,41.93,12.89,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.4811817,21.57,58.43,Autumn,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.9572043,29.03,87.36,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.762486499999999,41.65,23.75,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.749821800000001,25.78,34.54,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.8424436,11.56,72.21,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.2170083,17.43,57.57,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.3439902,19.42,53.4,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.403971600000001,20.36,68.92,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.102150300000001,15.63,72.56,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.7626811,10.31,78.59,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.764400800000001,41.68,41.89,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.488103499999999,37.35,45.95,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.8895657,27.97,17.72,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.8290435,11.35,84.63,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.427483999999999,36.4,50.66,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.40196,36.0,48.72,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.9158251,12.71,29.11,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.768867500000001,41.75,46.18,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.7439816,41.36,27.66,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.791201000000001,42.1,71.89,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.2603991,18.11,64.42,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.4108934,36.14,12.34,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.8073481,11.01,54.62,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.2361513,17.73,46.77,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.9592159,13.39,57.14,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.2794448,34.08,80.26,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.9929379,29.59,73.37,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.865317900000001,27.59,16.73,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.5278603,6.63,48.74,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.4889362,6.02,78.63,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.697400300000002,40.63,10.75,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.156291499999999,32.15,53.61,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.1181028,15.88,28.28,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.1544745,16.45,67.77,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.5475441000000005,22.61,12.7,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.8079862,11.02,66.63,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.947535500000001,44.55,57.43,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.557656399999999,38.44,17.54,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.555742099999999,38.41,89.9,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.0797195,30.95,40.08,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.8844609,27.89,37.95,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.753650400000001,25.84,11.08,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.6425237,39.77,70.78,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.698135700000001,24.97,45.73,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.5253079,6.59,82.87,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.6031561,7.81,84.31,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.0051591,14.11,75.97,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.0612146,30.66,66.66,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.839696599999999,42.86,38.43,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.2685971,33.91,52.52,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.968690100000001,29.21,19.82,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.907973300000001,43.93,68.16,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.709524199999999,40.82,22.18,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.0613119,14.99,42.81,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.6533714,39.94,36.79,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.199044200000001,32.82,16.62,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.585192,23.2,66.42,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.515001,22.1,61.48,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.642621,24.1,42.33,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.7683267,26.07,74.98,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.9437069,44.49,24.49,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.6916574,40.54,44.51,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.383455100000001,35.71,65.96,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.372607400000001,35.54,39.99,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.7753458,26.18,31.32,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.260939899999999,33.79,15.41,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.8207482,11.22,65.44,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.9955876,13.96,47.39,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.127036199999999,16.02,40.63,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.0503669,30.49,40.45,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.060035699999999,14.97,60.58,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.3465426,19.46,87.35,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.9649588,13.48,59.87,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.814172600000002,42.46,59.45,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.5584891,7.11,85.71,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.393664699999999,35.87,10.28,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.4383317,36.57,79.77,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.0204735000000005,14.35,78.18,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.8084297,42.37,77.73,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.5850947,38.87,71.83,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.7926718,10.78,75.76,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.9865569,29.49,40.25,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.1098075,15.75,45.17,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.1729794,16.74,54.83,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.4313126,36.46,47.36,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.716737900000001,9.59,75.26,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.3637713,19.73,17.33,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.9509206,13.26,84.23,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.419286,20.6,44.88,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.4672408,5.68,27.61,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.412904999999999,20.5,51.74,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.8526532,11.72,13.87,Winter,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.5787137,38.77,55.37,Winter,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.093757699999999,31.17,11.48,Spring,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.0032448,14.08,15.69,Spring,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.636878100000001,24.01,51.17,Spring,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.436612,5.2,66.69,Spring,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.72101,41.0,27.38,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.7084426,9.46,77.03,Spring,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.6688804,8.84,23.19,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.1665011,32.31,87.81,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.5176507,6.47,49.86,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.0210143,30.03,15.73,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.815448799999999,42.48,27.97,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.5244752,37.92,66.59,Spring,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.6516517,8.57,33.29,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.721107299999999,25.33,25.26,Spring,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.5047914,21.94,77.28,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.3210186,19.06,84.91,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.0210143,30.03,68.74,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.8608512,27.52,15.18,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.9712425,29.25,79.61,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.8717962,12.02,26.44,Spring,False
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,6.457572000000001,21.2,11.49,Spring,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,5.5974132,7.72,41.78,Spring,True
359,1,7,0.52,double-pane,0.9,0.73,0.71,0.92,0.61,7.710800400000002,40.84,40.25,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.644234,38.9,48.13,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.6974196,14.66,69.7,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.546193399999999,36.39,74.68,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.050912599999999,23.71,71.97,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.3361146,5.41,88.21,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.4063586,32.81,28.84,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.2821478,29.63,72.05,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.7864124,42.54,27.61,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.5684576,36.96,12.38,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.642345,13.25,21.57,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.279023,29.55,52.2,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.9169367999999993,20.28,32.94,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.241916,28.6,65.4,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.4419032,33.72,31.93,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.7958507999999993,17.18,78.87,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.018492799999999,22.88,14.18,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.637593799999999,38.73,40.79,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.177466999999999,26.95,87.92,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.493462399999999,35.04,51.06,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.3868925999999995,6.71,77.26,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.3825959999999995,6.6,37.1,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.0372416,23.36,52.63,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.2969906,30.01,45.28,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.8458476,18.46,18.6,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.9985722,22.37,16.21,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.4712622,8.87,81.25,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.9614652,21.42,80.69,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.8817828,19.38,37.26,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.079426399999999,24.44,87.79,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.4939169999999997,9.45,33.6,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.469635799999999,34.43,29.96,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.7083564,14.94,66.05,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.8021004,17.34,71.78,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.876640999999999,44.85,43.24,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.80835,17.5,79.48,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.991932,22.2,68.31,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.3118334,30.39,16.25,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.9454506,21.01,28.82,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.497758999999999,35.15,12.8,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.7606328,41.88,28.64,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.6946854,14.59,81.82,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.4013448,7.08,77.52,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.157546399999999,26.44,21.22,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.846174199999999,44.07,68.35,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.0411476,23.46,40.8,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.45681,8.5,61.9,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.243868999999999,28.65,34.8,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.9903696,22.16,43.58,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.1817636,27.06,74.83,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.468463999999999,34.4,44.23,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.7063394,40.49,61.76,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.175514,26.9,29.42,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.1802012,27.02,79.46,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.6239868,12.78,62.8,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.786867,16.95,77.99,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.282928999999999,29.65,57.37,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.9602934,21.39,65.15,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.818115,17.75,80.94,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.9552156,21.26,53.76,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.3634566,6.11,85.09,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.830550199999999,43.67,23.89,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.0255236,23.06,19.48,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.8235834,17.89,31.26,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.8614716,18.86,31.46,Spring,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.398155999999999,32.6,50.87,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.2895692,29.82,36.11,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.9184992,20.32,25.87,Spring,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.334878799999999,30.98,67.66,Summer,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.5728182,11.47,28.12,Summer,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.870781999999999,44.7,71.51,Summer,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.9806046,21.91,23.88,Summer,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.5020556,35.26,80.42,Summer,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.6282834,12.89,38.71,Summer,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.8817188,44.98,11.35,Summer,False
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,4.744618200000001,41.47,34.12,Summer,True
451,2,4,0.73,single-pane,0.6,0.92,0.7,0.66,0.94,3.8052252,17.42,15.15,Summer,False
